category,language,text
DENSE_FOG,mr,दाट धुक्यामुळे विमानसेवा रद्द
DENSE_FOG,mr,दाट धुक्यामुळे विमानसेवा रद्द
DENSE_FOG,mr,दाट धुक्यामुळे विमानसेवा रद्द
DENSE_FOG,mr,"मुंबई मध्ये दाट धुके, दृश्यमानता जवळजवळ शून्य"
DENSE_FOG,mr,दाट धुक्यामुळे विमानसेवा रद्द
DENSE_FOG,mr,दाट धुक्यामुळे विमानसेवा रद्द
DENSE_FOG,mr,"पुणे मध्ये दाट धुके, दृश्यमानता जवळजवळ शून्य"
DENSE_FOG,mr,"पुणे मध्ये दाट धुके, दृश्यमानता जवळजवळ शून्य"
DUST_STORM,mr,धुळीमुळे दृश्यमानता कमी झाली
DUST_STORM,mr,धुळीमुळे दृश्यमानता कमी झाली
DUST_STORM,mr,मुंबई मध्ये धुळीचे वादळ आले
DUST_STORM,mr,धुळीमुळे दृश्यमानता कमी झाली
DUST_STORM,mr,नाशिक मध्ये धुळीचे वादळ आले
DUST_STORM,mr,धुळीमुळे दृश्यमानता कमी झाली
DUST_STORM,mr,नागपूर मध्ये धुळीचे वादळ आले
DUST_STORM,mr,धुळीमुळे दृश्यमानता कमी झाली
DUST_STORM,mr,नाशिक मध्ये धुळीचे वादळ आले
DUST_STORM,mr,नाशिक मध्ये धुळीचे वादळ आले
DUST_STORM,mr,औरंगाबाद मध्ये धुळीचे वादळ आले
DUST_STORM,mr,पुणे मध्ये धुळीचे वादळ आले
STRONG_WIND,mr,जोरदार वाऱ्याने झाडे उन्मळून पडली
STRONG_WIND,mr,जोरदार वाऱ्याने झाडे उन्मळून पडली
STRONG_WIND,mr,मुंबई मध्ये जोरदार वारे वाहत आहेत
STRONG_WIND,mr,औरंगाबाद मध्ये जोरदार वारे वाहत आहेत
STRONG_WIND,mr,जोरदार वाऱ्याने झाडे उन्मळून पडली
STRONG_WIND,mr,जोरदार वाऱ्याने झाडे उन्मळून पडली
STRONG_WIND,mr,नागपूर मध्ये जोरदार वारे वाहत आहेत
STRONG_WIND,mr,जोरदार वाऱ्याने झाडे उन्मळून पडली
STRONG_WIND,mr,जोरदार वाऱ्याने झाडे उन्मळून पडली
STRONG_WIND,mr,औरंगाबाद मध्ये जोरदार वारे वाहत आहेत
STRONG_WIND,mr,पुणे मध्ये जोरदार वारे वाहत आहेत
STRONG_WIND,mr,जोरदार वाऱ्याने झाडे उन्मळून पडली
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
HAILSTORM,mr,नागपूर मध्ये गारपीटीने पिकांचे नुकसान
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
HAILSTORM,mr,औरंगाबाद मध्ये गारपीटीने पिकांचे नुकसान
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
HAILSTORM,mr,नागपूर मध्ये गारपीटीने पिकांचे नुकसान
HAILSTORM,mr,गारपीटीने घरांचे नुकसान झाले
SNOWFALL,mr,डोंगरात बर्फवृष्टी होऊन शीत वाढली
SNOWFALL,mr,नाशिक च्या उंच भागात बर्फवृष्टी
SNOWFALL,mr,नाशिक च्या उंच भागात बर्फवृष्टी
SNOWFALL,mr,नाशिक च्या उंच भागात बर्फवृष्टी
SNOWFALL,mr,औरंगाबाद च्या उंच भागात बर्फवृष्टी
SNOWFALL,mr,औरंगाबाद च्या उंच भागात बर्फवृष्टी
SNOWFALL,mr,डोंगरात बर्फवृष्टी होऊन शीत वाढली
SNOWFALL,mr,डोंगरात बर्फवृष्टी होऊन शीत वाढली
SNOWFALL,mr,नागपूर च्या उंच भागात बर्फवृष्टी
SNOWFALL,mr,नागपूर च्या उंच भागात बर्फवृष्टी
SNOWFALL,mr,औरंगाबाद च्या उंच भागात बर्फवृष्टी
SNOWFALL,mr,डोंगरात बर्फवृष्टी होऊन शीत वाढली
DROUGHT,mr,पाऊस न पडल्याने दुष्काळाची स्थिती
DROUGHT,mr,पाऊस न पडल्याने दुष्काळाची स्थिती
DROUGHT,mr,पाऊस न पडल्याने दुष्काळाची स्थिती
DROUGHT,mr,पाऊस न पडल्याने दुष्काळाची स्थिती
DROUGHT,mr,नागपूर जिल्ह्यात दुष्काळसदृश स्थिती
DROUGHT,mr,मुंबई जिल्ह्यात दुष्काळसदृश स्थिती
DROUGHT,mr,नागपूर जिल्ह्यात दुष्काळसदृश स्थिती
DROUGHT,mr,नाशिक जिल्ह्यात दुष्काळसदृश स्थिती
DROUGHT,mr,नाशिक जिल्ह्यात दुष्काळसदृश स्थिती
DROUGHT,mr,पाऊस न पडल्याने दुष्काळाची स्थिती
DROUGHT,mr,पाऊस न पडल्याने दुष्काळाची स्थिती
DROUGHT,mr,मुंबई जिल्ह्यात दुष्काळसदृश स्थिती
LANDSLIDE,mr,भूस्खलनामुळे गावाचा संपर्क तुटला
LANDSLIDE,mr,औरंगाबाद जवळ भूस्खलनामुळे रस्ता बंद
LANDSLIDE,mr,भूस्खलनामुळे गावाचा संपर्क तुटला
LANDSLIDE,mr,भूस्खलनामुळे गावाचा संपर्क तुटला
LANDSLIDE,mr,नागपूर जवळ भूस्खलनामुळे रस्ता बंद
LANDSLIDE,mr,औरंगाबाद जवळ भूस्खलनामुळे रस्ता बंद
LANDSLIDE,mr,नागपूर जवळ भूस्खलनामुळे रस्ता बंद
LANDSLIDE,mr,भूस्खलनामुळे गावाचा संपर्क तुटला
